Course Delivery Mode,Faculty,Currency,Career_Outcomes/path,Currency_Time,Course_Lang,Country,Duration,Website,Part_Time,Blended,Full_Time,Course,Prerequisite_2_grade_2,Online,Availability,Face_to_Face,Prerequisite_1_grade_1,Int_Fees,Offline,Prerequisite_1,Description,Remarks,Level_Code,City,Distance,University,Prerequisite_2,Duration_Time,Local_Fees,FREE TAFE
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-language-teacher-training/CELTA,Yes,No,Yes,CELTA,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate of English Language Teaching to Speakers of Other Languages (CELTA) is an internationally recognised pre-service qualification that prepares you to teach English in Australia or overseas. The certificate is a University of Cambridge qualification delivered by Holmesglen.,,ENG,Melbourne,No,Holmesglen Institute,IELTS,Year,"3,382.50",No
Normal,"English, Education and Teacher Training",AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-language-teacher-training/CELTA,Yes,No,Yes,CELTA,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate of English Language Teaching to Speakers of Other Languages (CELTA) is an internationally recognised pre-service qualification that prepares you to teach English in Australia or overseas. The certificate is a University of Cambridge qualification delivered by Holmesglen.,,ENG,Melbourne,No,Holmesglen Institute,IELTS,Year,"3,382.50",No
Normal,"English, Education and Teacher Training",AUD,VCAL intermediate or VCEApprenticeships or traineeships (school-based or full time)Certificate II VET CourseEmployment,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Foundation,No,No,Yes,Victorian Certificate of Applied Learning (Foundation),Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Holmesglen Vocational College offers a 12-month VCAL Foundation program to young people who recognise their learning style is suited to vocational education and hands-on teaching.,,CERT,Melbourne,No,Holmesglen Institute,IELTS,Years,"1,414.50",No
Normal,"English, Education and Teacher Training",AUD,Open or supported employment opportunitiesTraineeships and apprenticeships.,Years,English,Australia,36.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Foundation-VCAL-with-additional-support,No,No,Yes,Victorian Certificate of Applied Learning (Foundation),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Victorian Certificate of Applied Learning (VCAL) Foundation course is ideal for 16-19 year olds looking to develop work, literacy and numeracy skills, as well as personal development and industry-specific skills.",,CERT,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"1,850.00",No
Normal,"English, Education and Teacher Training",AUD,Apprenticeships or traineeships (school-based or full time),Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Intermediate-Year-11,No,No,Yes,Victorian Certificate of Applied Learning (Intermediate),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Holmesglen Vocational College offers a 12-month VCAL Intermediate program for 16-17 year olds, focused on developing your employability skills in a supported vocational setting, using hands-on learning to ensure new skills and knowledge is learned in a way that will enable you apply these skills to real-life situations, while preparing you for VCAL Senior (Year 12).",,CERT,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,773.65",No
Normal,"English, Education and Teacher Training",AUD,Apprenticeships or traineeships (school-based or full time),Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Intermediate-Year-11,No,No,Yes,Victorian Certificate of Applied Learning (Intermediate),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Holmesglen Vocational College offers a 12-month VCAL Intermediate program for 16-17 year olds, focused on developing your employability skills in a supported vocational setting, using hands-on learning to ensure new skills and knowledge is learned in a way that will enable you apply these skills to real-life situations, while preparing you for VCAL Senior (Year 12).",,CERT,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,773.65",No
Normal,"English, Education and Teacher Training",AUD,"Entry level positions, potentially within the hospitality or retail industry, in addition to the industry specific streams that you have studied.",Years,English,Australia,6.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Senior-Fast-track,No,No,Yes,Victorian Certificate of Applied Learning (Senior),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Holmesglen Vocational College offers a six-month fast-track VCAL Senior Year 12 for mature 17-19 year olds who are looking to go onto study immediately after this program. It is for students who have successfully completed VCAL intermediate with Holmesglen Vocational college, or for a student who has already successfully completed VET units and has enough (required) VCAL credits from previous study to contribute to their eligibility for a VCAL Senior certificate.",,CERT,Melbourne,No,Holmesglen Institute,IELTS,Months,"2,700.00",No
Normal,"English, Education and Teacher Training",AUD,"Entry level positions, potentially within the hospitality or retail industry, in addition to the industry specific streams that you have studied.",Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Senior-Year-12,No,No,Yes,Victorian Certificate of Applied Learning (Senior),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Holmesglen Vocational College offers VCAL Senior to young people who recognise their career path is suited to vocational education and a hands-on teaching and learning style, in an adult learning environment.",,CERT,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,700.00",No
Normal,"English, Education and Teacher Training",AUD,"Entry level positions, potentially within the hospitality or retail industry, in addition to the industry specific streams that you have studied.",Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/VCAL/Victorian-Certificate-of-Applied-Learning-Senior-Year-12,No,No,Yes,Victorian Certificate of Applied Learning (Senior),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Holmesglen Vocational College offers VCAL Senior to young people who recognise their career path is suited to vocational education and a hands-on teaching and learning style, in an adult learning environment.",,CERT,Melbourne,No,Holmesglen Institute,IELTS,Years,"2,700.00",No
Normal,"Hospitality, Tourism and Events",AUD,pastry chefpatissier,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Bakery-and-Pastry/Certificate-III-in-Patisserie-Non-apprenticeship,Yes,No,Yes,Certificate III in Patisserie,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Patisserie is the essential course for starting a career as a pastry chef/pattisier. You’ll receive specialist training and industry engagement to teach you about desserts, gateaux, pastries and petit fours as well as food safety and special dietary requirements, setting you on a path to a career in patisserie.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"9,453.00",No
Normal,"Hospitality, Tourism and Events",AUD,pastry chefpatissier,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Bakery-and-Pastry/Certificate-III-in-Patisserie-Non-apprenticeship,Yes,No,Yes,Certificate III in Patisserie,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Patisserie is the essential course for starting a career as a pastry chef/pattisier. You’ll receive specialist training and industry engagement to teach you about desserts, gateaux, pastries and petit fours as well as food safety and special dietary requirements, setting you on a path to a career in patisserie.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"9,453.00",No
Normal,"Hospitality, Tourism and Events",AUD,Chef de partieChef patisseriehead pastry chef,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Bakery-and-Pastry/Certificate-IV-in-Patisserie,No,No,Yes,Certificate IV in Patisserie,5.5,No,A,Yes,,"15,600",Yes,ATAR,"The Certificate IV in Patisserie provides the skills and knowledge for you to become a qualified cook specialising in patisserie, and looking for a team leading or supervisory role.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"13,462.40",No
Apprenticeship,"Hospitality, Tourism and Events",AUD,commercial cookchef,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-III-in-Commercial-Cookery-Apprenticeship,Yes,No,No,Certificate III in Commercial Cookery,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Commercial Cookery is designed for those wishing to undertake a workplace apprenticeship, where training and assessment is delivered in industry by a qualified assessor.",,CERTIII,Workplace,No,Holmesglen Institute,IELTS,Years,518,No
Normal,"Hospitality, Tourism and Events",AUD,commercial cook,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-III-in-Commercial-Cookery-Multiskilling,No,No,Yes,Certificate III in Commercial Cookery,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Commercial Cookery will create a multi-skilled graduate with the confidence, skills and ability to work professionally across a wide range of venues within the hospitality industry. The program contains a 10-week practical placement, designed to help students transition into employment.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"12,669.25",Yes
Normal,"Hospitality, Tourism and Events",AUD,Commercial CookChef,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-III-in-Commercial-Cookery-Non-apprenticeship,Yes,No,Yes,Certificate III in Commercial Cookery,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Commercial Cookery is a blend of practical and classroom-based delivery that is conducted in Holmesglen's simulated commercial training kitchens.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"12,669.25",Yes
Normal,"Hospitality, Tourism and Events",AUD,Commercial CookChef,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-III-in-Commercial-Cookery-Non-apprenticeship,Yes,No,Yes,Certificate III in Commercial Cookery,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Commercial Cookery is a blend of practical and classroom-based delivery that is conducted in Holmesglen's simulated commercial training kitchens.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"12,669.25",Yes
Normal,"Hospitality, Tourism and Events",AUD,ChefChef de partie,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Cookery/Certificate-IV-in-Commercial-Cookery,No,No,Yes,Certificate IV in Commercial Cookery,5.5,No,A,Yes,,"15,600",Yes,ATAR,The Certificate IV in Commercial Cookery gives you the skills and knowledge to become a qualified cook in a team leading or supervisory role in the kitchen.,,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"14,449.50",No
Traineeship,"Hospitality, Tourism and Events",AUD,conference assistantevent administrative assistantevent assistantevent operations assistantexhibitions assistantin-house meetings assistantjunior event coordinatorlogistics assistantmeetings assistant,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Certificate-III-in-Events-VET-Delivered-to-Secondary-School-Students,Yes,No,No,Certificate III in Events,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Events provides secondary school students with entry-level training for the events industry, and the skills and knowledge required to work as either an events coordinator or continue to study at a higher level.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Traineeship,"Hospitality, Tourism and Events",AUD,conference assistantevent administrative assistantevent assistantevent operations assistantexhibitions assistantin-house meetings assistantjunior event coordinatorlogistics assistantmeetings assistant,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Certificate-III-in-Events-VET-Delivered-to-Secondary-School-Students,Yes,No,No,Certificate III in Events,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate III in Events provides secondary school students with entry-level training for the events industry, and the skills and knowledge required to work as either an events coordinator or continue to study at a higher level.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,"Hospitality, Tourism and Events",AUD,conference coordinatorevent or exhibition coordinatorevent or exhibition plannerevent sales coordinatorfunction coordinatorin-house meetings coordinatormeetings coordinatorstaging coordinatorvenue coordinator.,Years,English,Australia,11.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Diploma-of-Event-Management-Professional-Program,Yes,No,No,Diploma of Event Management,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Diploma of Event Management - Professional Program is delivered as a flexible, student-focused night course which includes a blend of classroom activities and online study.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,"Hospitality, Tourism and Events",AUD,community and music festivals coordinator/managervenue and venue services coordinator/managerconcerts and touring productions coordinator/managerprofessional conference organiserevent contractor and supply company employeefundraising manager (events) in not for profit organisationsevent sales coordinator,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Diploma-of-Event-Management-with-Certificate-III-in-Live-Production-and-Services-CUA30415,No,No,Yes,Diploma of Event Management,5.5,No,A,Yes,,No int,Yes,ATAR,"The Diploma of Event Management is a dual qualification with the Certificate III in Live Production and Services. This multi-award winning course has been developed with a strong focus on multi-skilling our graduates to work across this broad industry in live events, including the quickly evolving virtual and hybrid events formats of today.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,NoLocalFee,No
Normal,"Hospitality, Tourism and Events",AUD,community and music festivals coordinator/managervenue and venue services coordinator/managerconcerts and touring productions coordinator/managerprofessional conference organiserevent contractor and supply company employeefundraising manager (events) in not for profit organisationsevent sales coordinator,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Events/Diploma-of-Event-Management-with-Certificate-III-in-Live-Production-and-Services-CUA30415,No,No,Yes,Diploma of Event Management,5.5,No,A,Yes,,No int,Yes,ATAR,"The Diploma of Event Management is a dual qualification with the Certificate III in Live Production and Services. This multi-award winning course has been developed with a strong focus on multi-skilling our graduates to work across this broad industry in live events, including the quickly evolving virtual and hybrid events formats of today.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,NoLocalFee,No
Traineeship,"Hospitality, Tourism and Events",AUD,baristafood and beverage attendantkitchen handapprentice chef,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-II-in-Hospitality-VET-Delivered-to-Secondary-Students,Yes,No,No,Certificate II in Hospitality,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Take the first steps into hospitality during your final year of school – with the Certificate II in Hospitality.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Traineeship,"Hospitality, Tourism and Events",AUD,baristafood and beverage attendantkitchen handapprentice chef,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-II-in-Hospitality-VET-Delivered-to-Secondary-Students,Yes,No,No,Certificate II in Hospitality,Na,No,D,Yes,,NoIntFee,Yes,ATAR,Take the first steps into hospitality during your final year of school – with the Certificate II in Hospitality.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,"Hospitality, Tourism and Events",AUD,espresso coffee machine operatorfood and beverage attendantfront desk receptionistfront office assistantfunction attendantfunction hostgaming attendantguest service agenthousekeeperrestaurant hostsenior bar attendantwaiter,Years,English,Australia,9.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-III-in-Hospitality,No,No,Yes,Certificate III in Hospitality,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Hospitality will give you the skills and knowledge to become a food and beverage attendant or work behind a bar with the view to becoming a team leader or gaining supervisory roles in restaurants, hotels, gaming venues.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"2,560.20",Yes
Normal,"Hospitality, Tourism and Events",AUD,espresso coffee machine operatorfood and beverage attendantfront desk receptionistfront office assistantfunction attendantfunction hostgaming attendantguest service agenthousekeeperrestaurant hostsenior bar attendantwaiter,Years,English,Australia,9.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-III-in-Hospitality,No,No,Yes,Certificate III in Hospitality,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Hospitality will give you the skills and knowledge to become a food and beverage attendant or work behind a bar with the view to becoming a team leader or gaining supervisory roles in restaurants, hotels, gaming venues.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Months,"2,560.20",Yes
Traineeship,"Hospitality, Tourism and Events",AUD,espresso coffee machine operatorfood and beverage attendantfront desk receptionistfront office assistantfunction attendantfunction hostgaming attendantguest service agenthousekeeperrestaurant hostsenior bar attendantwaiter,Years,English,Australia,18.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-III-in-Hospitality-Traineeship,Yes,No,No,Certificate III in Hospitality,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Hospitality traineeship will give you the skills and knowledge to become a food and beverage attendant or work behind a bar, in organisations such as restaurants, hotels, motels, clubs, pubs, cafés, and coffee shops.",,CERTIII,Workplace,No,Holmesglen Institute,IELTS,Months,NoLocalFee,No
Normal,"Hospitality, Tourism and Events",AUD,bar supervisor or team leaderconciergeduty managerfood and beverage supervisor or team leaderfront office supervisor or team leaderhousekeeping supervisor or team leadergaming supervisor or team leadershift manager,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Certificate-IV-in-Hospitality,No,No,Yes,Certificate IV in Hospitality,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate IV in Hospitality gives you the skills and knowledge to become a food and beverage attendant or work behind a bar with the view to becoming a team leader or gaining supervisory role in a restaurant/hotel/venue.,,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"9,562.95",No
Normal,"Hospitality, Tourism and Events",AUD,banquet or function managerbar managercafé managerchef de cuisine (cookery pathway)chef patissier (patisserie pathway)club managerexecutive housekeeperfront office managergaming managerkitchen manager (cookery / patisserie pathway)motel managerrestaurant managersous chef (cookery pathway)unit manager catering operations (cookery pathway),Years,English,Australia,18.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Diploma-of-Hospitality-Management,No,No,Yes,Diploma of Hospitality Management,5.5,No,A,Yes,,"14,600",Yes,ATAR,"If you are seeking a management position within the hospitality industry, this hands-on Diploma of Hospitality Management gives you the training and development you need for your future career.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Months,"14,470.80",No
Normal,"Hospitality, Tourism and Events",AUD,Area manager or operations managerCafé owner or managerClub secretary or managerExecutive chefExecutive housekeeperExecutive sous chefFood and beverage managerHead chefMotel owner or managerRooms division manager,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Advanced-Diploma-of-Hospitality-Management,No,No,Yes,Advanced Diploma of Hospitality Management,5.5,No,A,Yes,,"14,600",Yes,ATAR,The Advanced Diploma of Hospitality Management provides training in the skills and knowledge required by people seeking management positions and a career within the broader hospitality industry.,,ADIP,Melbourne,No,Holmesglen Institute,IELTS,Years,"19,562.40",No
Normal,"Hospitality, Tourism and Events",AUD,"Opportunities exist within hotels across a range of roles such as front and back-of-house, rooms division, functions/events, sales/marketing or finance.",Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Hospitality/Bachelor-of-Hospitality-Management,Yes,No,Yes,Bachelor of Hospitality Management,6.0,No,A,Yes,,"15,900",Yes,ATAR,"Holmesglen's Bachelor of Hospitality Management (BHM) is a three-year degree for those aspiring to a career in hospitality management. The course provides operational and higher level management skills, contextualised for hospitality.",,BA,Melbourne,No,Holmesglen Institute,IELTS,Years,"12,771.85",No
Normal,"Hospitality, Tourism and Events",AUD,adventure tourism guidebooking agentsales consultanttour coordinatortravel consultant,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Tourism-Travel-Agency-Stream,No,No,Yes,Certificate III in Tourism,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Tourism (travel agency stream) will give you the minimum skills and knowledge needed to begin your career in travel and tourism, a fast-growing, dynamic industry.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"4,182.90",Yes
Normal,"Hospitality, Tourism and Events",AUD,adventure tourism guidebooking agentsales consultanttour coordinatortravel consultant,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Tourism-Travel-Agency-Stream,No,No,Yes,Certificate III in Tourism,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Tourism (travel agency stream) will give you the minimum skills and knowledge needed to begin your career in travel and tourism, a fast-growing, dynamic industry.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"4,182.90",Yes
Traineeship,"Hospitality, Tourism and Events",AUD,travel consultantreservation sales agenttheme park attendanttour guide,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Tourism-VET-Delivered-to-Secondary-School-Students,Yes,No,No,Certificate III in Tourism,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Tourism (travel agency stream) gives secondary school students a basic grounding for a career in travel and tourism, a fast-growing, dynamic industry.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Traineeship,"Hospitality, Tourism and Events",AUD,travel consultantreservation sales agenttheme park attendanttour guide,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Tourism-VET-Delivered-to-Secondary-School-Students,Yes,No,No,Certificate III in Tourism,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate III in Tourism (travel agency stream) gives secondary school students a basic grounding for a career in travel and tourism, a fast-growing, dynamic industry.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Normal,"Hospitality, Tourism and Events",AUD,travel consultant,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-III-in-Travel,Yes,No,No,Certificate III in Travel,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you would like to work in a fast growing, dynamic industry or are considering a career change, the Certificate III in Travel could be for you.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"4,298.70",No
Normal,"Hospitality, Tourism and Events",AUD,cultural guideheritage guideinterpretive guidenature-based guidetour directortour guidetour managerwalking guide,Years,English,Australia,10.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-IV-in-Guiding,Yes,No,No,Certificate IV in Guiding,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate IV in Guiding is ideal for those with a passion for the outdoors and a sense of adventure.,,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Months,"3,603.75",No
Normal,"Hospitality, Tourism and Events",AUD,travel agenciestour wholesalerstour operatorsinbound tour operatorstourist attractionsvisitor information centres,Years,English,Australia,7.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Certificate-IV-in-Travel-and-Tourism-Online,No,No,Yes,Certificate IV in Travel and Tourism,Na,Yes,D,No,,NoIntFee,No,ATAR,"In 25 weeks, our Certificate IV in Travel and Tourism, delivered remotely in a virtual classroom, will give you the knowledge and skills you require to apply for employment in a range of travel and tourism roles.",,CERTIV,Online,Yes,Holmesglen Institute,IELTS,Months,"5,372.25",No
Normal,"Hospitality, Tourism and Events",AUD,travel agency managerincentive travel managertour operations managerinbound groups managerproduct development managerreservations managervisitor information centre manager.,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Diploma-of-Travel-and-Tourism-Management-with-Diploma-of-Holiday-Park-and-Resort-Management-SIT50216,No,No,Yes,Diploma of Travel and Tourism Management,5.5,No,A,Yes,,No int,Yes,ATAR,"If travel is one of your passions in life, the Diploma of Travel and Tourism Management, together with the Diploma of Holiday Park and Resort Management, will introduce you to the wide variety of career choices that are available in this exciting global industry.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,NoLocalFee,No
Normal,"Hospitality, Tourism and Events",AUD,travel agency managerincentive travel managertour operations managerinbound groups managerproduct development managerreservations managervisitor information centre manager.,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Hospitality-Tourism-and-Events/Travel-and-Tourism/Diploma-of-Travel-and-Tourism-Management-with-Diploma-of-Holiday-Park-and-Resort-Management-SIT50216,No,No,Yes,Diploma of Travel and Tourism Management,5.5,No,A,Yes,,No int,Yes,ATAR,"If travel is one of your passions in life, the Diploma of Travel and Tourism Management, together with the Diploma of Holiday Park and Resort Management, will introduce you to the wide variety of career choices that are available in this exciting global industry.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Year,NoLocalFee,No
Normal,Horticulture and Environment,AUD,animal care receptionist and support officeranimal control and regulation assistantanimal health officer on indigenous communitiesanimal shelter assistantassistant animal welfare officer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Animal-Studies/Certificate-III-in-Animal-Studies,Yes,No,No,Certificate III in Animal Studies,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"Transform your love for animals into a rewarding career with the Certificate III in Animal Studies. You'll learn about the basic care of domestic animals, with a specific focus on dogs and cats.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"6,792.00",No
Normal,Horticulture and Environment,AUD,Senior conservation worker shire/council natural reserves ranger/officerGreen Army supervisor bushland crew worker or team leader environmental officer or contractor Land-care officer interpretation officer,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Conservation-and-Land-Management/Certificate-IV-in-Conservation-and-Land-Management,Yes,No,Yes,Certificate IV in Conservation and Land Management,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate IV in Conservation and Land Management will give you experience in planning and implementing a range of conservation and land management projects including mapping and biodiversity projects, inspection and monitoring cultural places, re-vegetation projects, plant identification, pest plant and animal management, developing interpretive activities, fauna management, and flora and fauna identification.",,CERTIV,Melbourne,No,Holmesglen Institute,IELTS,Year,"5,673.00",No
Normal,Horticulture and Environment,AUD,seasonal park officernursery workerre-vegetation crewLandcare workerpark rangerenvironmental officer,Years,English,Australia,18.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Conservation-and-Land-Management/Diploma-of-Conservation-and-Land-Management,Yes,No,Yes,Diploma of Conservation and Land Management,5.5,No,A,Yes,,"13,800",Yes,ATAR,"The Diploma of Conservation and Land Management provides you with a thorough understanding of environmental science, its specialised skills, and knowledge in general land management.",,DIP,Melbourne,No,Holmesglen Institute,IELTS,Months,"15,795.00",No
Normal,Horticulture and Environment,AUD,retail florist (senior/manager)studio florist in-house florist floral designer event florist (weddings and corporate),Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Floristry/Certificate-III-in-Floristry,No,No,Yes,Certificate III in Floristry,5.5,No,A,Yes,,"13,300",Yes,ATAR,"When you study the Certificate III in Floristry, your skills will be put to use to celebrate some of your customers' most important life experiences.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Year,"5,610.00",No
Pre-apprenticeship,Horticulture and Environment,AUD,horticulture workerhorticulture assistant,Years,English,Australia,13.0,https://holmesglen.edu.au/Courses/Horticulture-and-Environment/Horticulture/Certificate-II-in-Horticulture-Pre-apprenticeship,Yes,No,Yes,Certificate II in Horticulture,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate II in Horticulture has been developed for those looking for an introduction to the horticulture industry.,,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"5,522.50",Yes
