Level_Code,University,City,Course,Faculty,Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE
DIP,Box Hill Institute,Melbourne,Diploma of Sport Development, Sport & Recreation ,"15,739",AUD,Years,1.0,Years,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/diploma-of-sport-development-si103-i/,English,I,"Kickstart your career in the sport and fitness industry with our sport development course. Growing at a rapid pace, the sport and fitness industry needs more qualified people. If you’re keen to be part of the industry, this is a practical, hands on course that will help you achieve your goal. Work with and learn from industry professionals about different aspects of sport including client services, marketing, communications, coaching, compliance, event management, facility management, health and fitness.  You will work with industry professionals at real sporting events throughout this course learning hands-on practical skills that will be used in your future career. We have some strong partnerships with sports industry organisations including Melbourne Marathon, Melbourne Grand Prix, Box Hill United Soccer Club, Great Ocean Road Running Festival, Belgravia Leisure, Tough Mudder, Tertiary Recreation Entertainment Victoria, Basketball Victoria, Proactivity, Performance Psychology and more.      Follow Box Hill Institute - Sport & Recreation on Instagram","Upon successful completion, you will be awarded the Diploma of Sport Development. This qualification will prepare you to work in a wide range of roles in the sport and fitness industry. You may find work in sports management, sports administration, fitness, sports coaching, officiating or event management. Following further study, you may enter a career in sport/exercise science, health and nutrition or teaching physical education.",Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Floristry (Assistant), Floristry,"1,292",AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-ii-in-floristry-assistant-shf35-pra/,English,A,"Explore your creativity and love of flowers, and help your career flourish with our exciting and innovative floristry course where you'll learn to work within the floristry industry as an assistant to senior florists or as a retail assistant within a florist shop. Our highly skilled and supportive teachers will assist you in obtaining the underpinning knowledge and basic flower arranging skills to kickstart your career in floristry.   Enoy our hands on training environmnent within our retail shop, Flowers on Elgar where you'll experience applying your floristry skills in making techniques such as bunches, bouquets, boxed arrangements, table centrepieces, corsages as well as dealing with real customers.     Like Box Hill Institute - Floristry on Facebook    Follow Box Hill Institute - Floristry on Instagram","After successfully completing the Certificate II in Floristry (Assistant) you'll be able to work within the floristry industry in a range of capacities, such as an assistant to senior florists or as a retail assistant within a florist shop.",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Floristry, Floristry,"15,901",AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iii-in-floristry-shf37-app/,English,A,"Let your career grow with our floristry apprenticeship. Are you creative, have an eye for detail and design and would love to work organically? Do you like to make people smile?  Then a floristry apprenticeship could be the career for you. Our innovative, highly skilled and award winning floristry teachers will assist you in gaining a recognised floristry apprenticeship that will assist you in developing your career. As an apprentice in our floristry course, you’ll specialise in botanical knowledge and practical floristry skills to be ready to create and construct a range of hand tied, base medium and wired floristry designs.   Put your innovative floristry skills to the test with hands on experience in our retail shop, Flowers on Elgar. You will gain knowledge in floristry specific subjects focusing on how to recognise, receive, store, prepare and care for flowers, as well as sourcing floristry stock, displays, customer service and merchandising. You’ll also have the opportunity to prepare arrangements for various functions and events and experience the Melbourne International Flower and Garden Show as well as many industry excursions.    Like Box Hill Institute - Floristry on Facebook    Follow Box Hill Institute - Floristry on Instagram","After successful completion, you may wish to apply for a range of employment opportunities as a florist in:  retail floristry shops studios online floristry businesses",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Floristry, Floristry,"5,982",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iii-in-floristry-shf38-d/,English,D,"Grow and nurture a career in floristry. Our floristry course is well suited for those with a creative spirit, an eye for design and the enjoyment of working with organic materials.   Industry trained floristry teachers take you on a journey developing and enhancing your floristry career. You will learn about the industry through a range of experiences, including excursions to flower growers and markets, preparing arrangements for a wide range of functions and events including the Melbourne International Flower and Garden Show.    In our floristry course, you'll specialise in botanical knowledge and practical floristry skills to be ready to create and construct a range of hand tied, base medium and wired floristry designs.   Put your floristry skills to the test with hands on experience in our retail shop Flowers on Elgar, where you will develop innovative skills to deal with real customers and provide solutions for them.    You'll gain knowledge in floristry specific subjects focusing on how to recognise, receive, store, prepare and care for flowers, as well as sourcing floristry stock, displays, customer service and merchandising.    Like Box Hill Institute - Floristry on Facebook    Follow Box Hill Institute - Floristry on Instagram","This course will set you up to apply for employment in the floristry industry as a fully qualified florist.   Many students become specialists working in areas such as weddings, functions, retail and studio or corporate work.",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Music Industry (Specialising in Performance), Music & Production ,Secondary School,AUD,Years,6.0,Days,No,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iii-in-music-industry-specialising-in-performance-c395p-vetis/,English,A,"A brand new, multi million dollar facility awaits all aspiring musicians here at Box Hill Institute! This course will improve your skills in the core fundamentals of music (whether it be musicianship, theory, performance skills, music business, recording and music production skills). Completing this course will set you on the right path, giving you a strong foundation to either continue study or start your career. You will find our world class purpose built learning facility will give you the opportunity to learn in key areas including band workshops, lessons, recording studies, music notation, listening skills, performance workshops, performance skills, instrument lessons, basics of copyright, WHS (Workplace Health and Safety) and working in the music industry.","After successful completion, possible roles may include:  musician songwriter producer band member",Australia,,Yes,No,Yes,No,,Normal,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Music Industry (Specialising in Sound Production), Music & Production ,Secondary School,AUD,Years,6.0,Days,No,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iii-in-music-industry-specialising-in-sound-production-c395s-vetis/,English,A,"A brand new, multi million dollar facility awaits all aspiring musicians here at Box Hill Institute! For all students interested in the world of music production or audio engineering looking to cement foundational skills in a creative program. This course will set you on the right path. Study in our world class recording studios and production suites. Key study areas include:  signal path and audio componentry studio skills setting up audio systems basics of copyright WHS (Workplace Health and Safety) working in the music industry.  This course will provide you with the knowledge to understand the basics of audio in live and studio environments. You will study the fundamentals of sound production business including copyright and working effectively in the music industry.","After successfully completing this course, possible roles could include record producer, studio engineer, music producer, foley artist, sound designer, location recordist or musician.",Australia,,Yes,No,Yes,No,,Normal,No
CERTIV,Box Hill Institute,Melbourne,Certificate IV in Music Industry (Specialising in Performance), Music & Production,"1,317",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iv-in-music-industry-specialising-in-performance-c495p-d/,English,D,"Are you looking for a career in the music industry working as a performer, songwriter, studio musician, producer, composer, or band member? Then this music performance course is for you. Box Hill Institute will provide you with the skills and experiences you need to get started and focused on excelling in these professions. Real-life industry experiences and facilities include:  access to our studio facility Sing Sing East perform real gigs in front of live audiences industry standard writing and production suites integrate with our on-campus record label Tremorverse Records work in a 200+ capacity live venue be empowered to apply practical and theoretical aspects of music to real creative projects access our analogue synth collections study with like-minded creatives and expand your industry network music business training  You may also be eligible to receive a Government subsidised place with a payment plan (no up-front fees). ""The music program at BHI is an incredible program. It has to be seen. It has to be experienced. Right from the helpful folk at the front office to the amazing new facilities and onto the intuitive, rich music experience in the teaching and content covered. The BHI music experience will take you on a journey that you will cherish forever. Enjoy!"" - Fabian Holt, student. You will study: Performance  rehearse music for both group and individual performance in a range of styles and genres learn to improvise over both modern and retro songs develop stage craft skills develop techniques and skill on your chosen instrument  Theory  refine aural skills that we believe are the foundation of all great musicians understand how to read and write music notation/tablature learn the fundamentals of recording in professional and home set up studios  Composition  develop a range of compositional and arranging techniques on industry software perform music using digital media  Business  social media, marketing and promotion set up a business copyright protection     Like Box Hill Institute - Music on Facebook    Follow Box Hill Institute - Music on Instagram","There are many employment options within the entertainment and performance industry. After successful completion, you may wish to pursuey for a range of employment opportunities such as:  live performance music media recording a solo or band artist writer arranger and composer develop your own music business",Australia,,Yes,No,Yes,No,,Normal,No
CERTIV,Box Hill Institute,Melbourne,Certificate IV in Music Industry (Specialising in Sound Production), Music & Production,"1,335",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iv-in-music-industry-specialising-in-sound-production-c495s-d/,English,D,"Box Hill Institute can provide you with the skills and experiences to excel as a sound engineer, electronic music artist, film sound designer or audio technician. You will learn in one of Australia’s best equipped studios, Sing Sing East, have access to renowned Artist-in-Residence programs, and work with our campus record label, Tremorverse Records. Use this opportunity to create collaborations with other performers and composers, record, mix and produce your own portfolio, work in a 200+ capacity live venue, master software such as Pro Tools, Ableton and Logic, and study with like-minded creatives while expanding your industry network. This sound production course is designed to teach the foundations of recording, mixing, live sound, music production and sound design. You will study recording, live sound, composition, compositional and arranging techniques, aural skills, and business. The combination of our teaching industry experts and one of the best music education facilities in the world ensures our student have the right start to their careers in the sound-related industries.       Like Box Hill Institute - Music on Facebook    Follow Box Hill Institute - Music on Instagram","There are many employment options within the entertainment and performance industry, which include live performance, music media and recording opportunities. You may wish to apply for employment opportunities including:  recording engineer producer editor live sound operator develop your own music business",Australia,,Yes,No,Yes,No,,Normal,No
DIP,Box Hill Institute,Melbourne,Diploma of Music Industry (Specialising in Hip Hop), Music & Production,"7,831",AUD,Years,9.0,Months,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/diploma-of-music-industry-specialising-in-hip-hop-c585h-d/,English,D,"This is Australia's first recognised music qualification designed for the modern hip hop artist. If you want to produce, manage and develop your own career, study hip hop production, songwriting, business and performance in this intensive one year diploma.  This course is taught by some of Australia's leading hip hop artist's, including: Nfa Jones (ARIA winner, 1200 techniques, House of Beige), Dave Norris aka. Dizz1 (Roots Manuva, Aloe Blacc), Syrene Favero aka Creamy Spies (House of Beige, Remi, Sampa the Great), Rob Tremlett aka Mantra (JJJ album of the week, Promoe, Drapht, Urthboy and Illy). You will study a combination of music management, hip hop production, songwriting and performance techniques that will come together in the completion of professional recordings of your work mixed to industry standard, performed and released. Also included in the curriculum will be the completion of a video clip for at least one of these songs, live performance of your productions and the development of the necessary industry skills to market the product that you have created. Over 36 weeks in our world-class venue, recording studios and production suites, and under the guidance of our industry-experienced teachers you will be mentored through the process of making and releasing your own music that will help kick start your hip hop career. You will study: Production  discussing and applying song-writing and production techniques lyric writing developing techniques for producing, recording, and mixing music using industry standard software such as Ableton Live, Logic Pro and Pro Tools recording and editing your own music videos  Developing Your Performance  rehearsing music for performance setting up and incorporating technology into your performance developing your stage show  Business  managing and promotion of artists and their/your career managing distribution of product launching your own recorded product marketing and publicity copyright and publishing     Like Box Hill Institute - Music on Facebook    Follow Box Hill Institute - Music on Instagram",,Australia,,Yes,No,Yes,No,,Normal,No
DIP,Box Hill Institute,Melbourne,Diploma of Music Industry (Specialising in Performance), Music & Production,"9,513",AUD,Years,1.0,Years,Yes,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/diploma-of-music-industry-specialising-in-performance-c585p-d/,English,D,"Do you want a career in the music industry working as a performer, songwriter, studio musician, producer, composer, band member or music teacher? Then the Diploma of Music Industry, Specialising in Performance is for you.  Box Hill Institute will provide you with the skills and experiences you need to excel in these professions. Real-life industry experiences and facilities include:  access to our studio facility including Sing Sing East do real gigs in front of live audiences industry-standard writing and production suites integrate with our record label on campus, Tremorverse Records work in a 200+ capacity live venue produce your own creative portfolio collaborate with sound production students in our world-class facilities be empowered to apply practical and theoretical aspects of music to real creative projects access to our analogue synth collection study with like-minded creatives and expand your industry network learn from industry professionals music business training VSL (Vet Student Loan), Govt Subsidised Place, Payment Plan - with no up-front fees  You will study: Performance  rehearse music for both group and individual performance in a range of styles and genres learning to improvise over both modern and retro songs develop stage craft skills develop techniques and skill on your chosen instrument  Theory  refine aural skills that we believe are the foundation of all great musicians understand how to read and write music notation/tablature  Recording  learn the fundamentals of recording in professional and home set-up studios  Composition  develop a range of compositional and arranging techniques on industry software perform music using digital media  Business  social media, marketing and promotion setting up a business copyright protection     Like Box Hill Institute - Music on Facebook    Follow Box Hill Institute - Music on Instagram","There are many employment options within the entertainment and performance industry, which include live performance, music media and recording opportunities.  Career options include:  performer songwriter band leader recording artist composer",Australia,,Yes,No,Yes,No,,Normal,No
BA,Box Hill Institute,Melbourne,Bachelor of Applied Business in Music Industry, Music & Production,"16,233",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/bachelor-of-applied-business-in-music-industry-babmi-he/,English,A,"The music you listen to, the artists you discover, the gigs and festivals you just have to attend - these wouldn’t exist without an industry working behind the scenes to develop, market, organise and create the experiences we all love. If this is your passion, there is an industry for you! Work as an artist manager, tour manager, festival organiser, booking agent, publicist or venue manager. Work at a record label in A&R, marketing or publicity, or start your own record label. Do you want to be a music supervisor or publisher placing songs on TV shows, advertising or film? The Bachelor of Business in Music Industry will provide you with the skills and experiences you need to excel in these professions. Real-life industry experiences and facilities include:  our flagship studio facility, Sing Sing East internationally renowned Artist in Residence programs internationally renowed Producer in Residence programs Digital Production Suite - for gaming and multimedia production Tremorverse Records - independent record label on campus professional writing and production suites 200+ capacity live venue acoustic performance space integrate and collaborate with our sound, performance and composition students produce, promote and manage live events in the two on-campus venues online promotion work experience opportunities  The Bachelor of Applied Business in Music Industry is specifically designed to support emerging music professionals with a combination of highly-trained teachers, extraordinary opportunities and unique experiences creating a bridge to industry. The music business program is perfect for emerging music professionals that want to make a career in music business and entertainment. Students will be taught and mentored by music professionals in an environment that supports and encourages them to achieve industry-ready skills, so they graduate ready to thrive. This is done by integrating real-life experiences in a supportive atmosphere. This fusion of education and industry is reflected in our teachers who, as well as teaching, currently work for or run publishing companies, record labels, touring companies, music festivals, booking agencies, entertainment law, public relations and social media companies. Music business students work closely with music performance, production, and composition students, as well as having access to graphic design and fashion students to create cross-discipline projects in an exciting and talent-rich environment. This results in projects being already underway and gaining traction when the students graduate. There are many examples of a successful career beginning while still studying. Student Quote “Box Hill is actively helping me develop my music business career. The first hand experiences I have had here include setting up my own record label, doing A&R and recording in Sing Sing East. These types of industry opportunities in the Applied Business degree are invaluable...” - Isaac Boribon, 2nd Year Student, Bachelor of Applied Business in Music Industry As music is an international language, you may be interested in Study Abroad options. Keep in touch with us via our BHI Music Facebook page.","Graduates will:  have an integrated awareness of the suite of theories, concepts and principles that comprise the essential body of knowledge for local and international music business practice and management, which include business development and practice in appropriate legal and regulatory contexts such as copyright; the relevant application of technology and its impact on and integration into the music industry; and marketing and publishing for 21st century music business  be able to critically analyse and evaluate commercial and non-commercial music business environments and opportunities, and apply the skills necessary to plan and implement business actions such as new venture creation while considering the prospects afforded by globalisation and technological innovation independently identify, and creatively and effectively problem solve apply quality enhancement skills to all aspects of their music business practice communicate clearly to all stakeholders on issues, opportunities, plans and evaluations independently manage business and successfully adopt supervisory responsibilities in music business organisations  flexibly apply skills and knowledge of music business to match operational demands of organisations and have a capacity to adapt to diverse and changing environments reflect on their own and their team experiences, drawing on rigorous evidence, leading to improved professional practice",Australia,,Yes,No,Yes,No,,Normal,No
BA,Box Hill Institute,Melbourne,Bachelor of Applied Music - Audio Production, Music & Production,"18,489",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/bachelor-of-applied-music-audio-production-bama3-he/,English,A,"Complete the Bachelor of Applied Music - Audio Production for a career in the music industry as a producer, engineer, musician, composer, sound engineer, electronic music artist, film or game audio sound designer or audio technician. Real life industry experiences and facilities include:  learn in one of the best equipped studios and spaces in Australia, Sing Sing East access to our internationally renowned Artist in Residence programs become an expert on software such as Pro Tools, Ableton and Max for Live post production studio for film, gaming and multimedia mixing and recording learn audio for virtual reality, augmented reality and surround sound film mixing techniques collaborate with independent record label on campus Tremorverse Records work in a 200+ capacity live venue creative collaborations with performers, composers, filmmakers and game designers record, mix and produce your own portfolio access to our analogue synth collection study with like-minded creatives and expand your industry network learn from industry professionals expanding skills through researching the latest production and technology production and writing suites  The Bachelor of Applied Music - Audio Production is specifically designed to support emerging sound technicians, music producers and content creators. It's ideal for artists that play an instrument and want to expand their music theory and aural skills, as well as becoming an expert studio production and electronic music production. You will be mentored by experts in an environment that supports and encourages you to achieve industry-ready skills, so that when you graduate, you're ready to have a successful, sustainable career in the music industry. This is done through real industry experiences, a supportive atmosphere, and a combination of highly-trained teachers, extraordinary opportunities and unique experiences that create a bridge to industry. With access to the best recording and production facilities in music education, sound production students work closely with music performance, music business, composition and film students to create cross-discipline projects in an exciting and talent-rich environment. This results in projects being underway and gaining traction when the students graduate. There are many examples of successful careers beginning during studying. Student Quote “What I’ve loved about studying at Box Hill is the ability to expand my musical skills as well as being able to master the recording studio and create electronic music. It’s also been great to be able to play with the performers as part of my study.” - Jacob Minarelli     Like Box Hill Institute - Music on Facebook    Follow Box Hill Institute - Music on Instagram","Graduates will be able to:  reflect skills and knowledge of the practices, languages, forms, materials, technologies and techniques in the creative and performing arts discipline of music review, analyse and consolidate conceptual theories and processes in music creation and practice through integrated creative, critical and reflective thought utilise cognitive and technical skills to demonstrate a broad understanding of the body of knowledge as applicable to music creation and practice recognise and reflect on social, cultural and ethical issues, and apply local and international perspectives to problem-solving practice in the creative and performing arts discipline of music interpret, communicate and present ideas, problems and arguments coherently develop research and evaluate ideas, concepts and processes through creative, critical and reflective thinking and practice apply relevant skills and knowledge to produce and realise works, artefacts and forms of creative expression work independently and collaboratively in the creative and performing arts discipline of music in response to project demands",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Short Course Passive House Designer Exam Preparation Course, Building Design,300,AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/passive-house-designer-exam-preparation-course-cphde-sc/,English,A,"This one day session is a practice ‘mock’ exam for the Passive House Designer/Consultant exam. Participants will be provided with exam like questions and exercises similar to the format and type of the International IPHA exam. Your trainer will assist you with calculation exercise solutions and feedback in preparation for the exam. To enrol, complete, scan and return the enrolment form to passivehouseenquiries@boxhill.edu.au    Follow Box Hill Institute - Building Design on Instagram       Code Course 2020 Dates   CPHT1 Certified Passive House Tradesperson  9 - 13 Nov Lilydale Campus    CPHT2 Certified Passive House Tradesperson Examination  14 Nov Lilydale Campus    CPHD1 Certified Passive House Designer  16 - 26 Nov Online    CPHDE Passive House Designer exam prep course  27 Nov Online    CPHD2 Certified Passive House Designer Examination  4 Dec Online","Graduates will be able to:  reflect skills and knowledge of the practices, languages, forms, materials, technologies and techniques in the creative and performing arts discipline of music review, analyse and consolidate conceptual theories and processes in music creation and practice through integrated creative, critical and reflective thought utilise cognitive and technical skills to demonstrate a broad understanding of the body of knowledge as applicable to music creation and practice recognise and reflect on social, cultural and ethical issues, and apply local and international perspectives to problem-solving practice in the creative and performing arts discipline of music interpret, communicate and present ideas, problems and arguments coherently develop research and evaluate ideas, concepts and processes through creative, critical and reflective thinking and practice apply relevant skills and knowledge to produce and realise works, artefacts and forms of creative expression work independently and collaboratively in the creative and performing arts discipline of music in response to project demands",Australia,,Yes,No,Yes,No,,Normal,No
CERTII,Box Hill Institute,Melbourne,Certificate II in Plumbing (Pre-apprenticeship), Plumbing,0,AUD,Years,10.0,Weeks,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-ii-in-plumbing-pre-apprenticeship-bplc3-pra/,English,A,"This course will equip you with the skills and knowledge for entry into an apprenticeship within the plumbing industry. You will be introduced to the basic skills and knowledge that underpin the CPC32413 – Certificate III in Plumbing. You will learn some of the following skills and knowledge topics: the calculations to carry out your work, produce technical drawings, select and use the correct plumbing tools, equipment and materials, plumbing supplies, principles of sustainability in the plumbing industry, employment opportunities in the plumbing industry, maintain safe working conditions and complete basic first aid and completion of your white card for the construction industry.","This unit specifies the competency required to identify plumbing pipes, plumbing fittings and plumbing fixtures, including fastening, as part of a variety of simulated plumbing jobs (that is, jobs that will not actually have water or gas connected) and in accordance with job, organisational and legal requirements.",Australia,,Yes,No,Yes,No,,Pre-apprenticeship,Yes
CERTII,Box Hill Institute,Melbourne,Certificate II in Plumbing (Pre-apprenticeship), Plumbing,0,AUD,Years,10.0,Weeks,Yes,No,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-ii-in-plumbing-pre-apprenticeship-bplc3-pra/,English,A,"This course will equip you with the skills and knowledge for entry into an apprenticeship within the plumbing industry. You will be introduced to the basic skills and knowledge that underpin the CPC32413 – Certificate III in Plumbing. You will learn some of the following skills and knowledge topics: the calculations to carry out your work, produce technical drawings, select and use the correct plumbing tools, equipment and materials, plumbing supplies, principles of sustainability in the plumbing industry, employment opportunities in the plumbing industry, maintain safe working conditions and complete basic first aid and completion of your white card for the construction industry.","This unit specifies the competency required to identify plumbing pipes, plumbing fittings and plumbing fixtures, including fastening, as part of a variety of simulated plumbing jobs (that is, jobs that will not actually have water or gas connected) and in accordance with job, organisational and legal requirements.",Australia,,Yes,No,Yes,No,,Pre-apprenticeship,Yes
CERTIII,Box Hill Institute,Melbourne,Certificate III in Plumbing, Plumbing,"10,015",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iii-in-plumbing-bp13m-app/,English,A,"Are you interested in working as a plumber? Our plumbing apprenticeship course will provide you with the skills and knowledge to become a registered plumber and work in the housing and industrial sectors of the plumbing trade. Our practical plumbing course will develop your competence in a range of industry-specific skills that are associated with undergoing a plumbing apprenticeship. You’ll learn from current industry professionals:  to safely use a wide range of tools and equipment such as pipe cutters, wrenches, spanners, pliers, pipe benders, plumbers knives, tile tools, saws, tank cutters, blow torches, gauges, solders, immersion heater spanners, radiator keys to read plans and calculate measurements to understand the layout of water supply, waste and venting systems to install, repair and maintain plumbing fixtures and systems about effective workplace communication about team building about customer relations.  You’ll study 6 pre-determined streams that include:  Stream 1 Water Stream 2 Sanitary Stream 3 Drainage Stream 4 Roofing Stream 5 Gas Services Stream 6 Mechanical Services","After successful completion, you may wish to apply for work as a registered plumber in your specialist area of competency. There are three requirements that the Victorian Building Authority require in order to become a registered plumber in Victoria  Successful completion of a Certificate III in Plumbing Successful completion of a recognised plumbing apprenticeship Successful completion of the VBA plumbing practical test, which is the Journeyman’s exam   The Journeyman's exam is held 4 times a year during the term breaks at the Box Hill Institute, Elgar Campus.",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIII,Box Hill Institute,Melbourne,Certificate III in Plumbing, Plumbing,"10,015",AUD,Years,3.0,Years,No,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iii-in-plumbing-bp13m-app/,English,A,"Are you interested in working as a plumber? Our plumbing apprenticeship course will provide you with the skills and knowledge to become a registered plumber and work in the housing and industrial sectors of the plumbing trade. Our practical plumbing course will develop your competence in a range of industry-specific skills that are associated with undergoing a plumbing apprenticeship. You’ll learn from current industry professionals:  to safely use a wide range of tools and equipment such as pipe cutters, wrenches, spanners, pliers, pipe benders, plumbers knives, tile tools, saws, tank cutters, blow torches, gauges, solders, immersion heater spanners, radiator keys to read plans and calculate measurements to understand the layout of water supply, waste and venting systems to install, repair and maintain plumbing fixtures and systems about effective workplace communication about team building about customer relations.  You’ll study 6 pre-determined streams that include:  Stream 1 Water Stream 2 Sanitary Stream 3 Drainage Stream 4 Roofing Stream 5 Gas Services Stream 6 Mechanical Services","After successful completion, you may wish to apply for work as a registered plumber in your specialist area of competency. There are three requirements that the Victorian Building Authority require in order to become a registered plumber in Victoria  Successful completion of a Certificate III in Plumbing Successful completion of a recognised plumbing apprenticeship Successful completion of the VBA plumbing practical test, which is the Journeyman’s exam   The Journeyman's exam is held 4 times a year during the term breaks at the Box Hill Institute, Elgar Campus.",Australia,Yes,Yes,Yes,Yes,Yes,,Apprenticeship,No
CERTIV,Box Hill Institute,Melbourne,Certificate IV in Plumbing and Services (Specialising in Operations), Plumbing,0,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/certificate-iv-in-plumbing-and-services-specialising-in-operations-sip01-d/,English,D,"Develop your career and employment options. If you’re a qualified plumber or an apprentice plumber and you’d like to become a licenced plumber, you will be required to complete Certificate IV in Plumbing. Our plumbing and services course is partial delivery only as we deliver some of the core units and some of the elective units. The units that Box Hill Institute delivers will equip you with the knowledge to manage plumbing projects and give you the skills to eventually operate your own business. We offer the operations stream of this qualification, which covers the following specialised areas:  gas fitting water supply sanitation roofing (stormwater) drainage  Once you complete all of the required units in the Certificate IV Plumbing qualification, you will be to apply to the Victorian Building Authority (VBA) for a licence to undertake specialised plumbing work (subject to passing the VBA exam). Please contact the VBA for advice on licence requirements, including VBA exams.","Becoming a licenced plumber will increase your employment opportunities in the field. When you complete the Certificate IV in Plumbing and Services, you’ll be able to work on a broad range of plumbing jobs and seek application to become a registered plumbing business. Upon successful completion, you may apply for employment opportunities in roles such as:  specialist plumber operator roles with deep technical skills, and/or operate your own business",Australia,Yes,Yes,Yes,Yes,Yes,,Normal,Yes
SHORT COURSES,Box Hill Institute,Melbourne,Short Course Course in Working Safely in the Solar Industry, Build Your Future,NA,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/course-in-working-safely-in-the-solar-industry-etess-sc/,English,A,"This short course is aimed at current and prospective solar installation workers, working in the solar industry installing photovoltaic or solar hot water systems.  The course provides an overview of safety hazards and appropriate safety measures relevant to solar installations.","Becoming a licenced plumber will increase your employment opportunities in the field. When you complete the Certificate IV in Plumbing and Services, you’ll be able to work on a broad range of plumbing jobs and seek application to become a registered plumbing business. Upon successful completion, you may apply for employment opportunities in roles such as:  specialist plumber operator roles with deep technical skills, and/or operate your own business",Australia,,Yes,No,Yes,No,,Normal,No
SHORT COURSES,Box Hill Institute,Melbourne,Short Course Plumbing Registration Examinations, Plumbing,150,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,5.5,https://www.boxhill.edu.au/courses/plumbing-registration-examinations-bpln8-sc/,English,A,"After successful completion of the schooling component of your Certificate III in Plumbing, you are eligible to sit the journeyman's exam run by the VBA (Victorian Building Authority). This is supervised and assessed by a Licensed Registered Examiner from the Victorian Building Authority Plumbing Division. With the successful completion of the tasks that are allocate to you by the VBA assessor, which relate to the 5 or 6 streams in the plumbing qualification that you are completing as part of your apprenticeship (water, gas, sanitary, roofing, draining, mechanical), you will be eligible to become a Registered Plumber with the Victorian Building Authority (VBA). The cost is listed below:  1 stream:  $150.00 2 streams: $300.00 3 streams: $450.00 4 streams: $600.00 5 streams: $750.00 6 streams: $900.00","Becoming a licenced plumber will increase your employment opportunities in the field. When you complete the Certificate IV in Plumbing and Services, you’ll be able to work on a broad range of plumbing jobs and seek application to become a registered plumbing business. Upon successful completion, you may apply for employment opportunities in roles such as:  specialist plumber operator roles with deep technical skills, and/or operate your own business",Australia,,Yes,No,Yes,No,,Normal,No
